,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est.Tpk,Est.Tmin,Est.Tmax,Max response,R_Squared,AIC,BIC,Rank,Corrected,Number.of.Data.Points,Number.of.Variables,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,RespirationType
144_Sch_OS,Peptoclostridium paradoxum,schoolfield simple,Specific Growth Rate,-5.620875235902876,0.7180223910167538,NA,4.041560172442159,NA,327.9585,321.9585,331.9585,0.485928594923,0.9163198652154737,-130.64909967068814,-122.97162859104239,1,False,23,4,144,Li_1993_YTG_C_paradoxum,"Li, Y., Mandelco, L., & Wiegel, J. (1993). Isolation and Characterization of a Moderately Thermophilic Anaerobic Alkaliphile, Clostridium paradoxum sp. nov. International Journal of Systematic Bacteriology, 43(3), 450?460.",,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,paradoxum,True,Fermentation
144_Sch_TF,Peptoclostridium paradoxum,schoolfield two factor,Specific Growth Rate,-5.620907165960616,0.7180281508265366,327.938376238,4.041510329877617,NA,327.9585,321.9585,331.9585,0.485928320023,0.9163198904531279,-130.64909958643278,-122.97162850678703,2,False,23,4,144,Li_1993_YTG_C_paradoxum,"Li, Y., Mandelco, L., & Wiegel, J. (1993). Isolation and Characterization of a Moderately Thermophilic Anaerobic Alkaliphile, Clostridium paradoxum sp. nov. International Journal of Systematic Bacteriology, 43(3), 450?460.",,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,paradoxum,True,Fermentation
144_Sch_O,Peptoclostridium paradoxum,schoolfield,Specific Growth Rate,-5.621031870284908,0.7180507279678335,NA,4.0413055843889065,-4.37429034104,327.9585,321.9585,331.9585,0.485927008953,0.9163200349157887,-126.64909915217629,-116.70063964067225,3,False,23,6,144,Li_1993_YTG_C_paradoxum,"Li, Y., Mandelco, L., & Wiegel, J. (1993). Isolation and Characterization of a Moderately Thermophilic Anaerobic Alkaliphile, Clostridium paradoxum sp. nov. International Journal of Systematic Bacteriology, 43(3), 450?460.",,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,paradoxum,True,Fermentation
141_Sch_TF,Peptoclostridium thermoalcaliphilum,schoolfield two factor,Specific Growth Rate,-0.9543911686730996,0.7967177325326577,322.285539081,6.740592085761314,NA,322.2641,317.7641,324.8641,59.064801389,0.9541976716859365,58.548218435734874,65.0000772252157,1,False,18,4,141,Li1994_m_C_themoalcaliphilum,"Li, Y., Engle, M., S, N. M. I. S., & Mandelc, L. (1994). Thermotolerant Facultative Alkalip hile. Growth (Lakeland), (29), 111?118.",33.78,-84.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,thermoalcaliphilum,True,Fermentation
141_Sch_OS,Peptoclostridium thermoalcaliphilum,schoolfield simple,Specific Growth Rate,-0.9544252353682697,0.7967244156610989,NA,6.740444131542179,NA,322.2641,317.7641,324.8641,59.0647689112,0.9541977101849908,58.54821855586863,65.00007734534945,2,False,18,4,141,Li1994_m_C_themoalcaliphilum,"Li, Y., Engle, M., S, N. M. I. S., & Mandelc, L. (1994). Thermotolerant Facultative Alkalip hile. Growth (Lakeland), (29), 111?118.",33.78,-84.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,thermoalcaliphilum,True,Fermentation
141_Sch_O,Peptoclostridium thermoalcaliphilum,schoolfield,Specific Growth Rate,-0.9540226093216437,0.7966454655766378,NA,6.7421869497332505,-70.1738806272,322.2641,317.7641,324.8641,59.0651451662,0.9541972606169917,62.54821867603766,70.78082098131081,3,False,18,6,141,Li1994_m_C_themoalcaliphilum,"Li, Y., Engle, M., S, N. M. I. S., & Mandelc, L. (1994). Thermotolerant Facultative Alkalip hile. Growth (Lakeland), (29), 111?118.",33.78,-84.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,thermoalcaliphilum,True,Fermentation
89_Sch_OS,Persephonella guaymasensis,schoolfield simple,Specific Growth Rate,-3.381148574727985,0.5209909990130561,NA,7.248009578025968,NA,344.0695,337.0695,347.1695,3.0144030408,0.8065895499274931,-27.581187670472048,-21.71824405927314,1,False,16,4,89,Gotz_2002_EXH2,"2013,  Giaveno, M.A et al., 'Physiologic Versatility and Growth Flexibility as the Main Characteristics of a Novel Thermoacidophilic Acidianus Strain Isolated from Copahue Geothermal Area in Argentina', ENVIRONMENTAL MICROBIOLOGY, 65, (336?346)",27.0,111.0,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Persephonella,guaymasensis,True,B1
89_Sch_TF,Persephonella guaymasensis,schoolfield two factor,Specific Growth Rate,-3.38108534889317,0.5209830373122658,344.037431101,7.2480918100466845,NA,344.0695,337.0695,347.1695,3.01439629469,0.8065895917836646,-27.581187656043454,-21.718244044844546,2,False,16,4,89,Gotz_2002_EXH2,"2013,  Giaveno, M.A et al., 'Physiologic Versatility and Growth Flexibility as the Main Characteristics of a Novel Thermoacidophilic Acidianus Strain Isolated from Copahue Geothermal Area in Argentina', ENVIRONMENTAL MICROBIOLOGY, 65, (336?346)",27.0,111.0,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Persephonella,guaymasensis,True,B1
89_Sch_O,Persephonella guaymasensis,schoolfield,Specific Growth Rate,1.0160970306195105,1.6705518079973558e-09,NA,21.035625828101022,-3.40531778716,345.4695,334.4695,348.1695,2.73646108738,0.8334769073726465,-26.002565241242074,-18.594444185563606,3,False,16,6,89,Gotz_2002_EXH2,"2013,  Giaveno, M.A et al., 'Physiologic Versatility and Growth Flexibility as the Main Characteristics of a Novel Thermoacidophilic Acidianus Strain Isolated from Copahue Geothermal Area in Argentina', ENVIRONMENTAL MICROBIOLOGY, 65, (336?346)",27.0,111.0,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Persephonella,guaymasensis,True,B1
88_Sch_OS,Persephonella marina,schoolfield simple,Specific Growth Rate,-8.826806006941998,1.1981722976109852,NA,5.1477998704092975,NA,345.7446,341.3446,348.9446,4.90348400878,0.962715723252715,-39.33608420792424,-32.884225418443414,1,False,18,4,88,Gotz_2002_EXH1,"2013,  Giaveno, M.A et al., 'Physiologic Versatility and Growth Flexibility as the Main Characteristics of a Novel Thermoacidophilic Acidianus Strain Isolated from Copahue Geothermal Area in Argentina', ENVIRONMENTAL MICROBIOLOGY, 65, (336?346)",9.0,104.0,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Persephonella,marina,True,B1
88_Sch_TF,Persephonella marina,schoolfield two factor,Specific Growth Rate,-8.826593578150876,1.1981454975726202,345.719568856,5.147991179883191,NA,345.7446,341.3446,348.9446,4.90349497666,0.9627157057900682,-39.33608420694887,-32.884225417468045,2,False,18,4,88,Gotz_2002_EXH1,"2013,  Giaveno, M.A et al., 'Physiologic Versatility and Growth Flexibility as the Main Characteristics of a Novel Thermoacidophilic Acidianus Strain Isolated from Copahue Geothermal Area in Argentina', ENVIRONMENTAL MICROBIOLOGY, 65, (336?346)",9.0,104.0,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Persephonella,marina,True,B1
88_Sch_O,Persephonella marina,schoolfield,Specific Growth Rate,-17.28900690279604,2.331187395635753,NA,6.161393817716831,-5.51021070339e-06,352.0446,348.9446,354.6446,41.3069395583,-81.8470032726661,115.73542145837956,123.96802376365271,3,False,18,6,88,Gotz_2002_EXH1,"2013,  Giaveno, M.A et al., 'Physiologic Versatility and Growth Flexibility as the Main Characteristics of a Novel Thermoacidophilic Acidianus Strain Isolated from Copahue Geothermal Area in Argentina', ENVIRONMENTAL MICROBIOLOGY, 65, (336?346)",9.0,104.0,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Persephonella,marina,True,B1
582_Sch_OS,Phormidium e11a,schoolfield simple,Specific Growth Rate,-2.809210891824995,0.3160197603802182,NA,7.224045984664452,NA,300.45,292.55,303.25,0.195428397957,0.6882338474476484,-37.2109785786972,-35.48142783342064,1,False,7,4,582,CT444,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.5,-89.5,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
582_Sch_TF,Phormidium e11a,schoolfield two factor,Specific Growth Rate,-3.929455229685498,1.0028997078685231,288.981428706,241.11763516457353,NA,288.95,286.85,289.05,0.201525989306,-0.3564602563126271,-23.50058076158894,-21.771030016312373,2,False,7,4,582,CT444,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.5,-89.5,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
582_Sch_O,Phormidium e11a,schoolfield,Specific Growth Rate,-1.8888572609003929,0.043688642946408174,NA,343.924329555998,-353062.255797,295.95,275.25,296.05,0.174466857359,-0.00588519945443311,-21.08421920444173,-19.462848161054538,3,False,7,6,582,CT444,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.5,-89.5,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
583_Sch_O,Phormidium e11b,schoolfield,Specific Growth Rate,-1.705351257293166,1.4369995193774798e-09,NA,11.152036161362036,-1.89750854947,294.95,282.85,298.25,0.17860403707,0.9923781502179558,-59.396116335850095,-57.7747452924629,1,False,7,6,583,CT445,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.5,-89.5,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
583_Sch_OS,Phormidium e11b,schoolfield simple,Specific Growth Rate,-2.5485986139539705,0.3029632997510572,NA,7.168848815351158,NA,295.35,287.35,297.95,0.196589273179,0.9587616976933527,-51.55481290490452,-49.825262159627954,2,False,7,4,583,CT445,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.5,-89.5,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
583_Sch_TF,Phormidium e11b,schoolfield two factor,Specific Growth Rate,-2.548598674104473,0.30296337691475783,295.301019888,7.168819105939075,NA,295.35,287.35,297.95,0.196589204608,0.9587617013670976,-51.55481290362462,-49.82526215834805,3,False,7,4,583,CT445,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.5,-89.5,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
584_Sch_O,Phormidium e12,schoolfield,Specific Growth Rate,-2.0573384152178846,0.1801642806781113,NA,28.834068270123126,-5.13729707509,302.25,289.95,303.35,0.265120996085,0.9927623683359853,-56.602997243632885,-54.98162620024569,1,False,7,6,584,CT446,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.5,-89.5,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
584_Sch_TF,Phormidium e12,schoolfield two factor,Specific Growth Rate,-2.545934115575911,0.3366323248641979,301.351140265,11.272022689675078,NA,301.35,294.15,303.25,0.289876702124,0.9086483990855704,-42.847025881308724,-41.117475136032155,2,False,7,4,584,CT446,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.5,-89.5,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
584_Sch_OS,Phormidium e12,schoolfield simple,Specific Growth Rate,-2.5459343825153957,0.3366325711339462,NA,11.270865990975809,NA,301.35,294.15,303.25,0.289874556992,0.9086484176310781,-42.847025880566854,-41.11747513529029,3,False,7,4,584,CT446,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.5,-89.5,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
586_Sch_OS,Phormidium e18,schoolfield simple,Specific Growth Rate,-2.4631195188881496,0.41667602860168995,NA,25.982624454526988,NA,301.65,296.05,302.65,0.445377910418,0.9582266007114913,-44.49285450206767,-42.7633037567911,1,False,7,4,586,CT448,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.0,-94.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
586_Sch_TF,Phormidium e18,schoolfield two factor,Specific Growth Rate,-2.463119725341309,0.4166761379947589,301.542679507,24.36510417285133,NA,301.55,295.95,302.55,0.443040423737,0.9582265736857707,-44.49284947433654,-42.76329872905997,2,False,7,4,586,CT448,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.0,-94.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
586_Sch_O,Phormidium e18,schoolfield,Specific Growth Rate,-2.352983046453442,0.3819744671436879,NA,28.766617720731674,-16.6063184605,301.75,295.65,302.65,0.436181627689,0.9631017792115979,-41.36077589493493,-39.73940485154774,3,False,7,6,586,CT448,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.0,-94.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
578_Sch_TF,Phormidium e2,schoolfield two factor,Specific Growth Rate,-4.485046933586283,1.353834197793197,289.01663048,237.02443890588367,NA,289.05,287.45,289.15,0.262039302703,0.196740243888732,-26.085651793793872,-24.356101048517306,1,False,7,4,578,CT440,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.0,-94.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
578_Sch_OS,Phormidium e2,schoolfield simple,Specific Growth Rate,-4.485199155643245,1.3539067888993497,NA,19246.177611652154,NA,292.35,290.75,292.35,0.492236809952,0.19675044695853605,-26.08565179049846,-24.356101045221894,2,False,7,4,578,CT440,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.0,-94.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
578_Sch_O,Phormidium e2,schoolfield,Specific Growth Rate,-24.587086614216116,10.436778979937232,NA,5974.021178830641,-80.0601071508,288.25,288.05,288.25,0.220320001,0.271392229079396,-20.84229558817419,-19.220924544786996,3,True,7,6,578,CT440,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.0,-94.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
579_Sch_OS,Phormidium e5,schoolfield simple,Specific Growth Rate,-2.809210891824995,0.3160197603802182,NA,7.224045984664452,NA,300.45,292.55,303.25,0.195428397957,0.6882338474476484,-37.2109785786972,-35.48142783342064,1,False,7,4,579,CT441,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.0,-94.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
579_Sch_TF,Phormidium e5,schoolfield two factor,Specific Growth Rate,-3.929455229685498,1.0028997078685231,288.981428706,241.11763516457353,NA,288.95,286.85,289.05,0.201525989306,-0.3564602563126271,-23.50058076158894,-21.771030016312373,2,False,7,4,579,CT441,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.0,-94.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
579_Sch_O,Phormidium e5,schoolfield,Specific Growth Rate,-1.8888572609003929,0.043688642946408174,NA,343.924329555998,-353062.255797,295.95,275.25,296.05,0.174466857359,-0.00588519945443311,-21.08421920444173,-19.462848161054538,3,False,7,6,579,CT441,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.0,-94.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
580_Sch_O,Phormidium e6a,schoolfield,Specific Growth Rate,-1.705351257293166,1.4369995193774798e-09,NA,11.152036161362036,-1.89750854947,294.95,282.85,298.25,0.17860403707,0.9923781502179558,-59.396116335850095,-57.7747452924629,1,False,7,6,580,CT442,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.0,-94.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
580_Sch_OS,Phormidium e6a,schoolfield simple,Specific Growth Rate,-2.5485986139539705,0.3029632997510572,NA,7.168848815351158,NA,295.35,287.35,297.95,0.196589273179,0.9587616976933527,-51.55481290490452,-49.825262159627954,2,False,7,4,580,CT442,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.0,-94.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
580_Sch_TF,Phormidium e6a,schoolfield two factor,Specific Growth Rate,-2.548598674104473,0.30296337691475783,295.301019888,7.168819105939075,NA,295.35,287.35,297.95,0.196589204608,0.9587617013670976,-51.55481290362462,-49.82526215834805,3,False,7,4,580,CT442,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.0,-94.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
581_Sch_TF,Phormidium e7,schoolfield two factor,Specific Growth Rate,-4.485046933586283,1.353834197793197,289.01663048,237.02443890588367,NA,289.05,287.45,289.15,0.262039302703,0.196740243888732,-26.085651793793872,-24.356101048517306,1,False,7,4,581,CT443,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.0,-94.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,True,
